"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"218","228","DANGEROUS SUMMER","PUT IT ONG","1,595,237","604,196","2,958,863"
"225","221","DANGEROUS SUMMER","COMË N GO","1,077,936","470,538","1,999,367"
"223","224","DANGEROUS SUMMER","LOCO","1,145,870","446,931","2,125,372"
"160","219","DANGEROUS SUMMER","IM YEAT","7,855,548","444,453","14,570,556"
"227","220","DANGEROUS SUMMER","2TONE","974,058","414,490","1,806,693"
"230","227","DANGEROUS SUMMER","OH I DID","874,049","338,157","1,621,195"
"238","229","DANGEROUS SUMMER","[ADL IS COMING]","787,557","315,916","1,460,769"
"232","225","DANGEROUS SUMMER","LOOSE LEAF","864,043","312,627","1,602,636"
"239","226","DANGEROUS SUMMER","M.F.U.","746,043","296,982","1,383,768"
"243","222","DANGEROUS SUMMER","FLY NITË","688,906","279,801","1,277,790"
"244","223","DANGEROUS SUMMER","GROWING PAINS","659,694","278,496","1,223,607"
"4","164","2093","If We Being Rëal","336,165,611","265,708","623,523,673"
"1","253","Features","IDGAF (feat. Yeat)","545,685,347","217,972","1,067,041,858"
"3","108","Lyfë","Out thë way","441,567,339","142,103","819,023,957"
"2","19","Up 2 Më","Monëy so big","457,726,858","123,430","848,996,811"
"8","161","2093","Breathe","232,138,056","119,439","430,572,219"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","300,751,314","99,695","557,836,845"
"6","110","Lyfë","Talk","299,117,872","97,764","554,807,119"
"13","125","AftërLyfe","Nun id change","156,388,350","90,845","290,070,831"
"7","66","4L","Sorry Bout That","251,706,173","73,607","466,867,378"
"31","163","2093","ILUV","57,418,634","62,863","106,500,713"
"9","91","2 Alivë","On tha linë","208,399,805","61,750","386,542,250"
"11","181","Orphan","Already Rich","180,810,059","61,402","335,368,486"
"81","230","The Bell","The Bell","20,019,715","56,821","37,132,787"
"10","14","Up 2 Më","Gët Busy","190,451,711","47,982","353,251,928"
"209","278","Features","TRIP OUT","2,241,850","47,879","4,089,302"
